primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
Family Plot,movie,"Comedy,Crime,Drama",Alfred Hitchcock,"Ernest Lehman,Victor Canning",6.8,25681.0,"Chase Stokes,Austin North,Anna Wood,Anahita Hemmati,Julia Hills,Peggy Smithhart,Robert Christie,Amanda Lisman,Rudy Pankow,Cathy Podewell,Eric Fink,Belinda Lang,Ken Kercheval,Patrick Duffy,Larry Hagman,Bill Graves,Melissa Bell,Khosro Ahmadi,Christopher Jacot,Bill Cannon,Jason Priestley,Erica Durance,Drew Starkey,Carlacia Grant,Michelyn Emelle,John Pickard,Madison Bailey,David Keith,Kyleigh Pacello,Andres Chairez,Jordyn Negri,Georgina Haig,William Niola,Stanley Lloyd,Nadia Golchin,Gregory Harrison,Dean Hagopian,Maryam Amirjallali,Saeed Changizian,Mike Rowe,Khosrow Farrokhzadi,Cathleen Nesbitt,Edith Atwater,Shawn Hatosy,Phil Menary,Michael Gladis,Catherine Gallant,Cullen Moss,Warren J. Kemmerling,Eric Donkin,Bruce Dern,Barbara Bel Geddes,Kim Wayans,Ruth Goodwin,Sasha Mitchell,Nicholas Campbell,Karen Black,Howard Keel,Lou Martini Jr.,Barbara Harris,Madelyn Cline,William Prince,Katherine Helmond,William Devane,Joe Murray,Thor Bishopric,Mohammad Reza Abbasnejad,Ed Lauter,Cindy Sampson,Olivia Tirelli,George Kennedy,Jamal Ejlali,Kimberly Foster,Lesley-Anne Down,Annette Kerr,Barry Flatman,Tom Roberts,Cam Gigandet,Adam Rodriguez,Falk Hentschel,Gary Olsen,Nate Washburn,Charles Woods Gray,Fiona Palomo,Samantha Wan,J.D.,Katie Boland,Clare Buckfield,Sahar Dolatshahi,Kamand Amirsoleimani",en,Universal Pictures-Alfred J. Hitchcock Productions,1976-04-09,2000000.0,7900000.0,120.0,fortune teller-detective-kidnapping-fake identity-fraud-greed-investigation-murder-heir-spiritualist-armed robbery,1138477.8266377675,2194551.834870477
Futureworld,movie,"Sci-Fi,Thriller",Richard T. Heffron,"Mayo Simon,George Schenck",5.7,12302.0,"Darrell Larson,John P. Ryan,Angela Greene,Yul Brynner,Robert Cornthwaite,Stuart Margolin,Allen Ludden,Blythe Danner,Peter Fonda,Arthur Hill",en,American International Pictures,1976-08-13,2500000.0,4200000.0,108.0,clone-journalist-android-killer robot-robot as menace-reporter-doppelgänger-world domination,4120407.9991825535,1660832.7917877308
Gator,movie,"Action,Crime,Drama",Burt Reynolds,"William W. Norton,Roderick Taylor",5.8,5229.0,"Burt Reynolds,Alice Ghostley,Robert Scott,Daws Butler,Simon Rex,William Engesser,Lauren Hutton,Mike Douglas,Burton Gilliam,Jack Weston,Dub Taylor,John Steadman,Carol Swarbrick,Stephen Root,Jerry Reed,Don Messick",en,United Artists-Levy-Gardner-Laven,1976-08-25,0.0,11000000.0,115.0,sequel-espionage-sawed off shotgun-ex-con-motorboat,710727.9905955521,5060297.097984125
Cross of Iron,movie,"Drama,War",Sam Peckinpah,"Julius J. Epstein,Walter Kelley,James Hamilton,Willi Heinrich",7.4,30253.0,"Dieter Schidor,Burkhard Driest,Albert Lieven,Roger Fritz,Barry Wilsher,David Warner,James Coburn,Malcolm Gerard,Anton Diffring,Vadim Glowna,Maximilian Schell,Derek Aylward,James Mason,Joseph Fürst,Klaus Löwitsch,Royston Tickner,Humphrey Heathcote,John Walker,Neil Hallett,Fred Stillkrauth",en,EMI Films-Terra-Filmkunst-Rapid Film,1977-01-29,6000000.0,201.0,132.0,world war ii-troops-battle for power-hostility-commander-lieutenant-sergeant,21.657714602098757,74.1330462836234
Jackson County Jail,movie,"Action,Crime,Drama",Michael Miller,Donald E. Stewart,6.1,1515.0,"Betty Thomas,Lisa Copeland,Edward Marshall,Howard Hesseman,Michael Ashe,Nan Martin,Tommy Lee Jones,Cliff Emmich,Marciee Drake,Yvette Mimieux",en,New World Pictures,1976-03-31,445000.0,2300000.0,84.0,prison-rape-prison escape-murder-escape-hitchhiker-psychotic-roadblock-car theft-cross country trip,147011.35317460963,863263.7623187829
King Kong,movie,"Adventure,Horror",John Guillermin,"James Ashmore Creelman,Ruth Rose,Merian C. Cooper,Edgar Wallace,Lorenzo Semple Jr.",6.0,36804.0,"Lobo Chan,Kumkum,Parveen Choudhary,Aitor Allué,Alica Daine,Vettyvelu Ragunathan,Stephen Lomer,Evan Parke,Charles Grodin,Jack Black,Jorge Moreno,Akwasi Boadi,Chandrashekhar Vaidya,Pablo Pinedo,Franck Dacquin,Kwaku Manu,Vasilis Vasilakis,Rob Hampton,Geovane Silva,Richard Hatch,Thiago J. Silva,James Adamson,Giorgos Spanias,Laurent Lederer,Rene Auberjonois,Lukas Ammann,Joseph Osei,Laure Godisiabois,Tracy Martin,Parsuram,Christiane Bachschmidt,Vinicius Riam,Folkert Milster,Vivi Thai,Kurt Yaeger,Brent Bailey,Jeff Bridges,Aba Anamoah,Tanja Schmitz,Annie Sorell,Dimitris Georgalas,Frank Reicher,Mario Andersen,Mike Cheever,Robert Armstrong,Amanda Santorelli,Ursula Cantieni,Carlos Mestanza,James Flavin,Dennis Fimple,Rose Mensah,Dada Santo,David Light,Emmanuel Boakye,Noble Johnson,Julius Harris,Carole Baillien,John Sumner,Uma Dutt,Brad Jones,Adelheid Theil,Sean Persaud,James W. LaVeck,Steve Clemente,Dara Singh Randhawa,Jake Steele,Steve Geiger,Mathieu Moreau,Jack O'Halloran,Ersi Malikenzou,Alicia Lorén,Leela Mishra,Sam Hardy,Zoé Boudou,Erick Texeira,Jessica Lange,Adrien Brody,Julia Aks,Fay Wray,Ed Lauter,Lita Lopez,Melanie Sirois,Clement Sarfo,Nana Osei Brempong,Nicki Clyne,Aymeric Jett Montaz,Bruce Cabot,Fanny Roy,Thomas Kretschmann,Walter Ackerman,Peter Schell,King Kong,Naomi Watts,Clemente Beltrán,John Morgan,Wolfgang Hepp,Kamal Mehra,Carmen-Dorothé Moll,Steve Pilarezik,John Randolph,Sheila Kashmiri,Andy Serkis,Miguel Catarecha,Jamie Bell,Colin Hanks,Bruno Georis",en,Paramount-Dino De Laurentiis Company,1976-09-08,23000000.0,9061444.5,134.0,indigenous-giant snake-remake-giant animal-world trade center-manhattan new york city-giant ape-indian ocean-king kong,-456749.7611838386,3553818.413227231
The Tenant,movie,"Drama,Thriller",Roman Polanski,"Roland Topor,Gérard Brach,Roman Polanski",7.5,49399.0,"Lori Saunders,Georgia Chris,Sabrina Armani,Lucky Ejim,Anthony Nikolchev,Echelon Mbadiwe,Lila Kedrova,Claude Dauphin,Peter Larney,Damilola Ojelade,Rudhraksh Jaiswal,Ali Dehghan,Elvira Arce,Corey Timmons,Stéphan Wojtowicz,Dominique Daguier,Great Valentine Edochie,Ali Vafadar,Abdolreza Akbari,Tope Idowu,Akshat Singh,Tooraj Pazhoohan,Elizabeth Alexander,Gily Itskovitch,Sheila Mears,Betty Dyson,Justin Smith,Ted Evans,Fernando Sancho,Ulysses Julio,Frank Cady,Louise Cole,Nerida Bronwen,Tom O'Keefe,Shelby Wilson,Alessio Bergamo,Fabiola Aquino,Jade Missy Kim,Colleen McNew,Lizan Mitchell,Sheeba Chaddha,Reymonde Amsellem,Linda Henning,Parvin Soleymani,Ashok Lokhande,Dean Gerber,Inna Bakelman,Randy Molnar,Manuel de Juan,Reza Arham Sadr,Jahangir Forouhar,Ezzatollah Ramazanifar,Linda Spence,David Baughn,Russ Ferri,Manuel Alexandre,Armstrong Ejim,Jiya Shankar,Kyle Colgan,Don Reid,Nancy Maurice,Ashley Totin,Maha El Boukhari,Chris Iheuwa,Hillel Meltzer,Sylvia Boykin,Burcu Saral,Divya Jagdale,Amrollah Saberi,Carol Sweny,Megha Chakraborty,Julio Sanjuán,Modupe Desmond,Tessa Hersh,Fang Rong Foo,Edgar Buchanan,Joe Pecci,Aliakbar Aghajani,Or Gross,Spyro Christie,Jayesh Kardak,Shamita Shetty,Jennifer Sterger,Jude Idada,J. LaRose,Pedro Beltrán,Vanessa Rae Robinson,Fernando Fernán Gómez,Françoise Bertin,Claude Piéplu,Justin LaBond,Leslie Parrish,Babatunde James,Cassandra Rubino,Sahil Phull,Alice David,Vanessa Gelacio,Tony von Halle,Mahvash Vaghari,Edward Grant,Jesse Kruger,Michael Berryman,Karen Jansen,Naman Arora,Rosalind Speirs,Godsown Friday,Deryck Barnes,Sandra Lee Paterson,Francisco Camoiras,Simin,Macy Idzakovich,Melvyn Douglas,Aditi Sridhar,Shelby Cobb,Elizabeth Ellson,Andre de Alba de la Mora,Hadi Eslami,Ian Matheson,Arbel Kynan,Asadollah Yekta,Rose Glicksman,Brianna Goldie,Mohammad Varshochi,Heather Cooney,Isabelle Adjani,Prashanth Goswami,Craig Anderson,Harsh Mayar,Frank Aletter,Bill Cobbs,Lucas Calzada,Bernard Fresson,Kachi Nnochiri,Nick Bredosky,Christian Elliot,Parvin Malakuti,Swanand Kirkire,Rufus,Avia Malka,Seng Onn Loong,Jay Cross,Lily Joseph,Bobby Leo Garcia,Anthony Chatmon II,Christine Kim,Mike Minor,Ofri Biterman,Zoe Grisedale-Sherry,Nicky Serrano,Atul Srivastava,Jo Van Fleet,Francisco Bernal,Mahshid Afsharzadeh,Emeka Duru,Tom Lake,Esther Low,Armais Vartani Hovsepian,Cristian Solimeno,Roman Polanski,Adekanla Desalu,Bastien Bouillon,Dana Lev,Fabienne Babe,Jeff Tendall,Belén Rueda,María Rosa Salgado,Meredith MacRae,Sachin Kavetham,June Lockhart,Kelly Lim,Paul Fournel,David John Seltzer,Tabitha Keast,Romain Bouteille,José Marco Davó,George Roberto,Tina Mba,Michael Laterz,Daniel Litman,Aerica D'Amaro,Richard Collier,Grigor Taylor,Tony Wager,Manish Anand,Lili Loiseau,Soledad Osorio,Harry Santiago",en,Paramount-Marianne Productions,1976-05-26,0.0,5100000.0,126.0,paris france-suicide-identity-paranoia-hallucination-identity crisis-psychopath-lodger-neighbor-tenant-descent into madness-cross dressing-psychological thriller-apartment building-noisy neighbor-handjob-death of neighbor-next door neighbor-tooth extraction-jumping from height-creepy neighbor-jumping from a window-psychological disintegration-paranoid thriller-rented rooms-personality change-psychological horror,2230895.6300301203,2100397.683986476
Logan's Run,movie,"Action,Adventure,Sci-Fi",Michael Anderson,"David Zelag Goodman,William F. Nolan,George Clayton Johnson",6.8,62999.0,"Sherril Lynn Rettino,Randolph Roberts,Peyton Clark,Jenny Agutter,Austin North,Denise Dowse,Keene Curtis,Roscoe Lee Browne,Heather Menzies-Urich,Janine Wood,Dana Powell,Lina Raymond,Ron Hajak,Donald Moffat,Jim Barton,Wright King,Stan Stratton,Lara Lindsay,Charles Robinson,Ted Danson,Jim Lau,Michael Lanahan,Michael Anderson Jr.,Gregory Harrison,Sarah Gilman,Morgan Woodward,Olivia Holt,Jenica Bergere,Piper Curda,Alice Hunter,Doug Scharf,Gary Morgan,Randy Powell,Poppy Miller,Romola Garai,Craig Parkinson,Mary Steenburgen,Polly Humphreys,Michael York,Lisa Eilbacher,Saul Rubinek,Rachel Scorgie,Alana Austin,Christine Ebersole,E.J. André,Farrah Fawcett,Peter Ustinov,Rich Koz,Richard Jordan,Scott Freeburg,Gene Tyburn,Richard Karron",en,Metro-Goldwyn-Mayer,1976-06-23,9000000.0,25000000.0,119.0,based on novel or book-killer robot-utopia-teleportation-post-apocalyptic future-dystopia-plastic surgery-escape-fugitive-robot-cult film-domed city-totalitarianism-population control,15762104.63691431,7941245.907296631
Man on the Roof,movie,"Action,Crime,Drama",Bo Widerberg,"Maj Sjöwall,Per Wahlöö,Bo Widerberg",7.2,5372.0,"Sean Sullivan,René van Zinnicq Bergman,Carl-Axel Heiknert,Carl-Gustaf Lindstedt,Harald Hamrell,Thor Arngrim,Sydney Brown,Birgitta Valberg,Léonard Hamet,Chu-ryeon Kim,Jane Graham,Jori Gill,Il-bong Yun,Kim Ja-ok,Elvis Clark,Hie Bang,Joe Austin,Nicholas Kelcz,Håkan Serner,Margaux Lenot,Nathan Tordjman,Thomas Hellberg,Sven Wollter,Bellan Roos,Larry D. Mann,Anne-Claire Mangin,Jack Creley,Gus Dahlström,Ingvar Hirdwall",sv,Svenska Filminstitutet-SF Studios,1976-10-01,483717.0,1390687.0,110.0,police brutality-based on novel or book-mysterious man-sniper rifle-shooter-mental illness-police inspector-mysterious killer-revenge killing-active shooter-evading police-police murders-lone shooter,974277.8209976282,456950.3325717445
Marathon Man,movie,"Crime,Drama,Thriller",John Schlesinger,William Goldman,7.4,72323.0,"Eddie Kaye Thomas,Vanessa Marcil,Patrick Fischler,Darren Walsh,Joel Howard,Patrick Hancock,Lauren Gold,Naomi Ryan,Lucinda Kennard,Luke Perry,Vincent Young,Laurence Olivier,Alison King,Lauren Stamile,Robert Kazinsky,Peter Thomas,Elizabeth Gudenrath,Jonathan Howard,Fritz Weaver,Joe E. Tata,Allen Joseph,Julie Healy,Arash Khanzadeh,Junior Quartey,Lindsay Price,Jason George,Richard Bright,Joachim Raaf,Roy Scheider,John Cho,Daniel Cosgrove,Jennie Garth,Tito Goya,Tori Spelling,Dustin Hoffman,William Devane,Duncan Pow,Sean Maguire,Brian Austin Green,Marthe Keller,Marc Lawrence,Mercy Malick,Ian Ziering",en,Paramount,1976-10-08,6500000.0,21709020.0,125.0,new york city-based on novel or book-diamond-nazi-government-conspiracy-theft-criminal-agent-dentist-rogue,15394993.98294494,4294816.743730304
The Message,movie,"Biography,Drama,History",Moustapha Akkad,"H.A.L. Craig,Abdel Hamid Gouda El Sahhar,Tewfik El-Hakim,A.B. Rahman El-Sharkawi,Mohammad Ali Maher",8.1,52178.0,"Gunjan Talwar,Mark Gross,Karim Zeroual,Chinami Hashimoto,Jonathan Flanders,Wenna Jenifer Douglas,Tracia Daye,David Edwards,Pete Berwick,Yehuda Buchbut,Yu Ailei,Jamie Carter,Valentina Sosa,Racquelle Lane,Nick Haverson,Penelope Hess,Levi Burdick,José Viana,Shawn Ashmore,Douglas Muir,Leah Minto,Matthew Leon,James Arrigan,Cherilee Taylor,Zhubin Rahbar,Elizabeth Cullen,Tori Garmon,Ashley Ortega,Trevor Gordon,Michelle Holt,Varda Ben Hur,M. Allen Perry,Garrick Hagon,Julian Cullen,Pooja Bavdankar,Michael Ansara,Janice Man,Reymonde Amsellem,Wilfrid Lawson,Grace Mandeville,Adam Baldwin,Shanti Krishna,Kiana Rosa Harris,Alexa Curtis,Bronwyn Ellis,Roslyn Seale,Luigi Mariani,Mona Wassef,Ángela Turrado,Francis Gonzalez,Caroline Chabata,Jenny Agutter,Joshua Peace,Neko Sparks,Chloe Lukasiak,Carl Beukes,Sarah Shirene,Ayana Sorenson,Robert Dickens,Jodarius Hewlett,Rico Shay,Mark Lee,Jack Eddleman,Abigail Hardingham,Georgia Natkie,Elisha Williams,Christopher Cano,Baron Reese Gonzalez,Howard Morris,Chiaki Hoga,Willie Ying,Deedee Magno Hall,Gustaf Skarsgård,Jordan Davis,Brendan Mackey,Ethan Gwyn,Yo Yang,Jayden Franklin,Ben Roraff,James Dicker,Ann Mather,Peter Madden,Scott Carlon,Hanyu Zhang,Rafael Virguez,Oliver Bell,Richard Denning,Jack Tracy,Barbara Holme,Brian Furber,Marc Raducci,Mark Kamp,Olivia Claire Liang,Jill Adams,Calvin Pearson,Morgan Prewett,Mohammed Tawfik,Abigail-Louise Ockwell,Anthony Standish,Chrissie White,Da Ying,David Fine,Daphne Jones,Sergio Di Zio,Kimie Tsukakoshi,Lucas Linehan,Nicholas Gonzalez,Thandi Puren,Izellah Connelly,Anthony O'Sullivan,Jack McGirr,Janee Trinidad,Khris Colgate,Salem Alhaji,Scott McDonald,Holly Smokovitz,Cindy Miller-Ray,Ben Palmer,Ralph de Rohan,Peter Brinson,Aezell Buan,Justina Page,Weiwei Liu,Eleni C. Krimitsos,Alexander Ludwig,Iestyn Darmanin,Nati Kluger,Jennifer Aquino,Nick Fusco,Rosalinde Fuller,Neil McDermott,Michael Walker,Veemsen Lama,Ronald Chenery,Gladys Egan,Sean Redenz,Charlie Weber,Richard Cajka,Ned Dennehy,James Billingsley,Erica Ronquillo,Rayna Stapleton,Fausto Olmos Rentería,Chris Jaros,Sean-Ryan Petersen,John MacAndrews,Daniel Janks,Joey Graceffa,Paul Joyce,Tomoaki Maeno,Maria Cabral,Hanah Chang,Denise Thao,Inge Freitag,Rob Allen,Shane Andries,Brenda Dunrich,Jovany Jimenez,Yiwei Zhou,Bernard Kilby,Iballi Hasim,Tonton Gutierrez,Christopher Ralph,Taya Carradine,Rick Ross,Ferenc Elek,Derek Rowe,Martín Sosa,Anthony Mark Barrow,Michael Byers,Yôko Hikasa,Xian Lim,Ray Torrillo,Brandon Auret,Julia Mackley,Francisco Nieto,Maria Michelle,Ashley Renfroe,Esmond Knight,Luís Barradas,David C. Hayes,Peter Franzén,Chris Quinn,Radu Bentia,Dan Morris,Samuel Ali,Ian Capps,Pauline Challoner,Robert Raglan,Frank Windsor,Eugene Torres,Matt Charles,Rochelle Markert,Russell Richardson,Angela Powers,Nadja El-Shafie,Miah Madden,Marlee Matlin,Ryan Yeates,Boko Great,Cheska Iñigo,Robert P. Young,Maria Sidon,Dean Morrison Madera,Duane Behrens,Ryan Howard,Ryan Mitchell,Tiffany Lauren Bennicke,Alison McKenzie,Jonathan M. Woodward,Brandy Wykes,Kevin McNulty,Fitore Broqi,Georg Rauber,Len Charles,Mollie Anderson,Cian McGarry,JaQuinley Kerr,Diego Boneta,Susan Beck,Jewel Staite,Hazir Haziri,Megumi Tatsumikawa,John Ringham,Boris Cabrera,Kendrick Lamar,Johnny Markham,Emily Shaindlin,Phillip O'Riley,Amaris Harney,Paul Sparks,Steven Glover,Sharon Danon,Christian Ortega,Jason Clyde Swink,A.V. Bramble,James Czechalski,Paul Cleave,Arthur Van Langenberg,Elizabeth Maxwell,Nancy Nall Derringer,Rene Jaidi Harding,Bree Essrig,Chalet Lizette Brannan,Koji Kagawa,Michael Forest,Shiek Mahmud-Bey,Michael Grover,Jonathan Barlow,Mara Bestelli,Sean Barrett,Jennifer Eagle,Danielle Adams,Michael Godfrey,Bingbing Li,Bridger Zadina,Jeanie Macpherson,Jasper Pääkkönen,Duan Yihong,Tim McInnerny,Casey Casper,Shpetim Kastrati,Melvin P. Huffnagle,Alora Catherine Smith,Kevin Conway,Caroline Howden,Abbie Hayes,Jonathan P. Chen,Kelly Ann,Florentina Beck,Arno Carstens,Frost Wilkinson,Gerald Pressley,Albert Heimuli,Jorge Lozano,Zhiwen Wang,Greg Melvill-Smith,Ana Martínez,Colleen Leary,Mark Schlesser,Julianna Guill,Alfred Wegeman,Mitch Cole,Katerina Lecourezos,Daemian Greaves,Nelson O'Riley,Jennifer Paz,Lito Pimentel,Matt Beall,Pat Diablo,Jack Pickford,Constança Navarro,Tim Ross,Rockmond Dunbar,Davina Santovena,Yael Bar-Zohar,Nicole Bryant,Renato Geremicca,George Rose,James Brooks,Connor Lounsbury,Moe Dunford,Luis Junquera,Xun Zhou,Rebecca Sugar,Don Baker,Jasmine Williams,Jim Holme,Bailey Cook,Josef Behrmann,Omer Nudelman,Micha Celektar,Gilad Kletter,Noah Akhigbe,Henry Edwards,Matthew Manahan,Hamdy Gheith,Ray Jim,Vincent Tong,Pablo Viejo,Torrin Rosegold,Douglas Hurn,Ahmed Marei,Terry Weaver,Noel Johnson,Michael Adamthwaite,Manish Lama,Corey Davis,Morena Baccarin,John 'Billy' Kennerk,André Morell,Amy E. Steinman-Cohen,Peggy Schott,Nicole Onyeje,Kim Or Azulay,Eryn Jean Norvill,Yûki Kaji,Irene Papas,Ina Feleo,Katheryn Winnick,Ego Mikitas,Rainbow Wedell,Shyloh,Sarah Fechtel,Tom Scharpling,Sandra Benton,Dana Maginity,Madison Trujillo,Gareth Brier",en,Filmco International Productions,1976-03-09,10000000.0,15000000.0,178.0,islam-angel-middle east-muslim-epic-religion-muhammad-historical fiction-arab-mecca-7th century-early muslim conquests,1339167.453976564,5094647.726472744
Midway,movie,"Action,Drama,History",Jack Smight,Donald S. Sanford,6.8,22282.0,"Glenn Ford,Ben Cotton,James Pizzinato,Aaron Eckhart,Rachel Luttrell,Charlton Heston,Maria Comas,Marta Sala,Allegra Venturi,Luke Kleintank,Keean Johnson,Alon Fisher,Taylor Clarke-Hill,Lennon Parham,Leon Morenzie,Luke Evans,Mandy Moore,Ángel Gabriel,Keith Davis,James Coburn,Brighton Hertford,Marta Armengol,Robert Webber,Whit Flint,Rob LaBelle,Albert Elduque,Jordana Largy,Dai Tabuchi,Jason Momoa,Henry Fonda,John Douglas Thompson,Christopher Judge,Alani Ilongwe,Robert Mitchum,Patrick Wilson,Joe Flanigan,DeMorge Brown,Hal Holbrook,Togo Igawa,Eric Lockley,Lance Fuller,Toshirô Mifune,Woody Harrelson,Silvia Vidal,Lance C. Fuller,Amanda Tapping,Cliff Robertson,Olivia Benedict,Dylan Kohler,Albert Hall,Jon Heder,Bill Dow,Michael Adamthwaite,Brian Huskey,Jim Chlopecki,Scott Heindl,Robert Ingall,Tom Clarke Hill,Renie Rivas,Dennis Quaid,David Hewlett,Robert Wagner,Eve Cuccaro,Nick Jonas,Ed Skrein",en,Universal Pictures-The Mirisch Company,1976-06-18,0.0,43220000.0,132.0,world war ii-u.s. navy-battle of midway-pacific war-soldier-american-pacific theater-sea battle-naval warfare-1940s-naval battle,10384868.0432414,8441776.78998841
Murder by Death,movie,"Comedy,Crime,Mystery",Robert Moore,Neil Simon,7.2,43519.0,"Peter Falk,David Niven,Peter Sellers,James Coco,Elsa Lanchester,Maggie Smith,Eileen Brennan,Alec Guinness,Nancy Walker,Truman Capote",en,Rastar Productions,1976-06-23,0.0,32511047.0,94.0,detective-butler-deaf-mute-guest-parody-murder-spoof-mansion-whodunit-cadaver-one night-sidekick-old mansion,6519585.055642781,12339810.611159837
Network,movie,Drama,Sidney Lumet,Paddy Chayefsky,8.1,177703.0,"Michael Knowles,Michael Lobe,Jimmy Tapp,Catherine Brandon,Setareh Pesyani,Ned Beatty,Yahaya Janento,Anindya Chatterjee,Saakshi Meghana,Faye Dunaway,Michael Barrington,Ajaipaul Grewal,Chad Bunney,Rex Boyd,Shreya Vasanth,Anthony Chinn,Rini Ghosh,Tom LeGarde,Matthew Peter Clare,George Ghent,Denver Hall,William Holden,Chase Johnston-Lynch,Ted LeGarde,Harold Goodwin,Hamisi Makote,Amelia Slater,Yvonne Cherrie,Catherine Barber,David Rowlands,Adam Spivak,Alain Kamgang,Hamid Reza Azarang,Saptarshi Ray,Darshana Banik,Daisy Mafor,Migilimo Emmanuel,Saayoni Ghosh,Hannah Cooper,Leila Hatami,Jamie Bixby,Georgina Timms,Gail Edwards,Bhaskar Banerjee,Arman Afifeh,Wesley Addy,Makame Juma Bajomba,John Carpenter,Missy Haught,Chris Bearde,Gobina Germaine,Hemanth Hegde,Bi Mpemba,Arthur Burghardt,Kamara Aurelie,Majid Mozaffari,Tubuo Evaristus,Saswata Chatterjee,Graham Simpson,Alex Mgeta,Mehran Rezazadeh,Neville Smith,Shiva Girish,Prosper Menko,Saed Soheili,Bill Burrows,Shirley Allan,David Pinner,Donald Hewlett,Nick Tonez,Dick Curtis,Enock Mtemi Erano,Denyse Ange,Vishka Asayesh,Bill Brady,Brian Ibrick,Catherine Bernardi,Vincent Wong,Eleanor Collins,Thea Nygård,Rajat Ganguly,Sabyasachi Chakrabarty,Robert Duvall,Che Francis,Judy Child,Nicky Wilson,Jimmy Gardner,John Garrie,David Prokopec,Mohammad Reza Maleki,Becky Eselle,Indrajit Mazumder,Bryan Mosley,Royston Tickner,Jordan Charney,Shikunzi Haonga,John W. Iwanonkiw,Maranda Wodzinski,Sergio Marcello,Sameer Jafar,Peter Finch",en,United Artists-Metro-Goldwyn-Mayer,1976-11-14,3800000.0,23689877.0,122.0,new york city-corruption-adultery-profit-tv ratings-satire-murder-corporate-reporter-co-workers relationship-tv show in film-meeting-news-fired-network-anchor-tv news anchor,9180498.486911371,9370805.187042624
